rosbagTimestamp,header,seq,stamp,secs,nsecs,frame_id,front_left,front_right,rear_left,rear_right
1479513000016743965,,18089,,1479513000,16504870,'',-0.19921725988388062,-0.17729943990707397,-0.19452057778835297,0.05048924684524536
1479513000036476688,,18090,,1479513000,36413636,'',-0.19921725988388062,-0.17729943990707397,-0.19452057778835297,0.05048924684524536
1479513000056457182,,18091,,1479513000,56383482,'',-0.19921725988388062,-0.17729943990707397,-0.19452057778835297,0.05048924684524536
1479513000076458525,,18092,,1479513000,76373271,'',-0.19921725988388062,-0.17729943990707397,-0.19452057778835297,0.05048924684524536
1479513000096728149,,18093,,1479513000,96656433,'',-0.19921725988388062,-0.17729943990707397,-0.19452057778835297,0.05048924684524536
1479513000117311242,,18094,,1479513000,117242310,'',-0.19921725988388062,-0.17729943990707397,-0.19452057778835297,0.05048924684524536
1479513000136393199,,18095,,1479513000,136322669,'',-0.19921725988388062,-0.17729943990707397,-0.19452057778835297,0.05048924684524536
1479513000156481219,,18096,,1479513000,156412325,'',-0.19921725988388062,-0.17729943990707397,-0.19452057778835297,0.05048924684524536
1479513000176483621,,18097,,1479513000,176414338,'',-0.19921725988388062,-0.17729943990707397,-0.19452057778835297,0.05048924684524536
1479513000196816473,,18098,,1479513000,196696281,'',-0.19921725988388062,-0.17729943990707397,-0.19452057778835297,0.05048924684524536
1479513000217261428,,18099,,1479513000,217196825,'',-0.19921725988388062,-0.17729943990707397,-0.19452057778835297,0.05048924684524536
1479513000236454730,,18100,,1479513000,236387815,'',-0.19921725988388062,-0.17729943990707397,-0.19452057778835297,0.00039138950523920357
1479513000256659272,,18101,,1479513000,256590692,'',-0.19921725988388062,-0.17729943990707397,-0.19452057778835297,0.00039138950523920357
1479513000276492931,,18102,,1479513000,276411265,'',-0.19921725988388062,-0.17729943990707397,-0.19452057778835297,0.05048924684524536
1479513000296769910,,18103,,1479513000,296662658,'',-0.19921725988388062,-0.17729943990707397,-0.19452057778835297,0.05048924684524536
1479513000317673218,,18104,,1479513000,317602112,'',-0.19921725988388062,-0.17729943990707397,-0.19452057778835297,0.10058709979057312
1479513000336488950,,18105,,1479513000,336421690,'',-0.19921725988388062,-0.17729943990707397,-0.19452057778835297,0.15068495273590088
1479513000356780405,,18106,,1479513000,356716727,'',-0.19921725988388062,-0.17729943990707397,-0.19452057778835297,0.10058709979057312
1479513000376705124,,18107,,1479513000,376626638,'',-0.19921725988388062,-0.17729943990707397,-0.19452057778835297,0.10058709979057312
1479513000396729517,,18108,,1479513000,396648242,'',-0.19921725988388062,-0.17729943990707397,-0.19452057778835297,0.10058709979057312
1479513000417525994,,18109,,1479513000,417463944,'',-0.19921725988388062,-0.17729943990707397,-0.19452057778835297,0.10058709979057312
1479513000436820463,,18110,,1479513000,436755214,'',-0.19921725988388062,-0.17729943990707397,-0.19452057778835297,0.10058709979057312
1479513000456867702,,18111,,1479513000,456794114,'',-0.19921725988388062,-0.17729943990707397,-0.19452057778835297,0.10058709979057312
1479513000476747302,,18112,,1479513000,476672374,'',-0.19921725988388062,-0.17729943990707397,-0.19452057778835297,0.10058709979057312
1479513000496930431,,18113,,1479513000,496858929,'',-0.19921725988388062,-0.17729943990707397,-0.19452057778835297,0.10058709979057312
1479513000516455330,,18114,,1479513000,516343479,'',-0.19921725988388062,-0.17729943990707397,-0.19452057778835297,0.05048924684524536
1479513000536520020,,18115,,1479513000,536443641,'',-0.19921725988388062,-0.17729943990707397,-0.19452057778835297,0.05048924684524536
1479513000556473374,,18116,,1479513000,556408687,'',-0.19921725988388062,-0.17729943990707397,-0.19452057778835297,0.05048924684524536
1479513000576495876,,18117,,1479513000,576408552,'',-0.19921725988388062,-0.17729943990707397,-0.19452057778835297,0.05048924684524536
1479513000596364475,,18118,,1479513000,596228558,'',-0.19921725988388062,-0.17729943990707397,-0.19452057778835297,0.05048924684524536
1479513000618061154,,18119,,1479513000,617985898,'',-0.19921725988388062,-0.17729943990707397,-0.19452057778835297,0.05048924684524536
1479513000636320800,,18120,,1479513000,636233646,'',-0.19921725988388062,-0.17729943990707397,-0.19452057778835297,0.10058709979057312
1479513000656311239,,18121,,1479513000,656230688,'',-0.19921725988388062,-0.17729943990707397,-0.19452057778835297,0.10058709979057312
1479513000676349765,,18122,,1479513000,676253961,'',-0.19921725988388062,-0.17729943990707397,-0.19452057778835297,0.10058709979057312
1479513000696314257,,18123,,1479513000,696231621,'',-0.19921725988388062,-0.17729943990707397,-0.19452057778835297,0.05048924684524536
1479513000716463257,,18124,,1479513000,716318488,'',-0.19921725988388062,-0.17729943990707397,-0.19452057778835297,0.00039138950523920357
1479513000736355428,,18125,,1479513000,736195299,'',-0.19921725988388062,-0.17729943990707397,-0.19452057778835297,0.00039138950523920357
1479513000756264403,,18126,,1479513000,756180869,'',-0.19921725988388062,-0.17729943990707397,-0.19452057778835297,-0.04970646649599075
1479513000776311823,,18127,,1479513000,776224017,'',-0.19921725988388062,-0.17729943990707397,-0.19452057778835297,-0.04970646649599075
1479513000797404183,,18128,,1479513000,797332474,'',-0.19921725988388062,-0.17729943990707397,-0.19452057778835297,-0.04970646649599075
1479513000816592318,,18129,,1479513000,816508173,'',-0.19921725988388062,-0.17729943990707397,-0.19452057778835297,-0.09980431944131851
1479513000836520708,,18130,,1479513000,836421097,'',-0.19921725988388062,-0.17729943990707397,-0.19452057778835297,-0.09980431944131851
1479513000856968214,,18131,,1479513000,856897649,'',-0.19921725988388062,-0.17729943990707397,-0.19452057778835297,-0.09980431944131851
1479513000876463867,,18132,,1479513000,876364253,'',-0.19921725988388062,-0.17729943990707397,-0.19452057778835297,-0.09980431944131851
1479513000896479642,,18133,,1479513000,896374400,'',-0.19921725988388062,-0.17729943990707397,-0.19452057778835297,-0.09980431944131851
1479513000916262847,,18134,,1479513000,916166028,'',-0.19921725988388062,-0.17729943990707397,-0.19452057778835297,-0.09980431944131851
1479513000936320112,,18135,,1479513000,936224281,'',-0.19921725988388062,-0.17729943990707397,-0.19452057778835297,-0.09980431944131851
1479513000956269899,,18136,,1479513000,956192912,'',-0.19921725988388062,-0.17729943990707397,-0.19452057778835297,-0.04970646649599075
1479513000976309787,,18137,,1479513000,976220469,'',-0.19921725988388062,-0.17729943990707397,-0.19452057778835297,-0.04970646649599075
1479513000996305636,,18138,,1479513000,996220997,'',-0.19921725988388062,-0.17729943990707397,-0.19452057778835297,0.00039138950523920357
