rosbagTimestamp,header,seq,stamp,secs,nsecs,frame_id,orientation,x,y,z,w,orientation_covariance,angular_velocity,x,y,z,angular_velocity_covariance,linear_acceleration,x,y,z,linear_acceleration_covariance
1479513000056766269,,91900,,1479513000,56489944,"""/imu""",,0.00017133531744625464,0.021385934541004906,0.9694819838235406,-0.24422809970071443,"[0.017453292519943295, 0.0, 0.0, 0.0, 0.017453292519943295, 0.0, 0.0, 0.0, 0.15707963267948966]",,0.0,0.0,0.0,"[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]",,0.06121111661195755,0.7184793949127197,9.440237998962402,"[0.0004, 0.0, 0.0, 0.0, 0.0004, 0.0, 0.0, 0.0, 0.0004]"
1479513000061220584,,91901,,1479513000,60893058,"""/imu""",,0.00017493505057504792,0.021369582040735573,0.9694861030364629,-0.24421307515917104,"[0.017453292519943295, 0.0, 0.0, 0.0, 0.017453292519943295, 0.0, 0.0, 0.0, 0.15707963267948966]",,0.0,0.0,0.0,"[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]",,0.15776272118091583,0.7623967528343201,9.551997184753418,"[0.0004, 0.0, 0.0, 0.0, 0.0004, 0.0, 0.0, 0.0, 0.0004]"
1479513000061781432,,91902,,1479513000,61496019,"""/imu""",,0.00017651480731610596,0.0213643585607096,0.969488785126514,-0.24420287006804348,"[0.017453292519943295, 0.0, 0.0, 0.0, 0.017453292519943295, 0.0, 0.0, 0.0, 0.15707963267948966]",,0.0,0.0,0.0,"[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]",,0.18132001161575317,0.607820987701416,9.403440475463867,"[0.0004, 0.0, 0.0, 0.0, 0.0004, 0.0, 0.0, 0.0, 0.0004]"
1479513000066333385,,91903,,1479513000,66001892,"""/imu""",,0.0001717124958385738,0.02136814335149978,0.969489399931211,-0.24420005617656798,"[0.017453292519943295, 0.0, 0.0, 0.0, 0.017453292519943295, 0.0, 0.0, 0.0, 0.15707963267948966]",,0.0,0.0,0.0,"[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]",,-0.07835220545530319,0.5019070506095886,9.560474395751953,"[0.0004, 0.0, 0.0, 0.0, 0.0004, 0.0, 0.0, 0.0, 0.0004]"
1479513000066916870,,91904,,1479513000,66632986,"""/imu""",,0.00016163956569506934,0.021366446223942338,0.9694907371300807,-0.24419475481688718,"[0.017453292519943295, 0.0, 0.0, 0.0, 0.017453292519943295, 0.0, 0.0, 0.0, 0.15707963267948966]",,0.0,0.0,0.0,"[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]",,-0.22442527115345,0.5085705518722534,9.628046035766602,"[0.0004, 0.0, 0.0, 0.0, 0.0004, 0.0, 0.0, 0.0, 0.0004]"
1479513000071264367,,91905,,1479513000,70931911,"""/imu""",,8.423551502276992e-05,0.02129765203992223,0.969471739511037,-0.24427660716793193,"[0.017453292519943295, 0.0, 0.0, 0.0, 0.017453292519943295, 0.0, 0.0, 0.0, 0.15707963267948966]",,0.0,0.0,0.0,"[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]",,-0.4033275842666626,0.5155174136161804,9.53319263458252,"[0.0004, 0.0, 0.0, 0.0, 0.0004, 0.0, 0.0, 0.0, 0.0004]"
1479513000071764828,,91906,,1479513000,71511983,"""/imu""",,5.979210727906485e-05,0.021273363447806587,0.9694743447890722,-0.24426831165641508,"[0.017453292519943295, 0.0, 0.0, 0.0, 0.017453292519943295, 0.0, 0.0, 0.0, 0.15707963267948966]",,0.0,0.0,0.0,"[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]",,-0.4693716764450073,0.26851361989974976,9.373749732971191,"[0.0004, 0.0, 0.0, 0.0, 0.0004, 0.0, 0.0, 0.0, 0.0004]"
1479513000076162425,,91907,,1479513000,75894117,"""/imu""",,3.826101916302555e-05,0.02124795009036726,0.9694770807077318,-0.24425975271992428,"[0.017453292519943295, 0.0, 0.0, 0.0, 0.017453292519943295, 0.0, 0.0, 0.0, 0.15707963267948966]",,0.0,0.0,0.0,"[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]",,-0.45138075947761536,0.1403047740459442,9.138408660888672,"[0.0004, 0.0, 0.0, 0.0, 0.0004, 0.0, 0.0, 0.0, 0.0004]"
1479513000076724063,,91908,,1479513000,76440095,"""/imu""",,3.448705390120555e-05,0.021229494529679958,0.969479171067347,-0.24425313942616114,"[0.017453292519943295, 0.0, 0.0, 0.0, 0.017453292519943295, 0.0, 0.0, 0.0, 0.15707963267948966]",,0.0,0.0,0.0,"[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]",,-0.3111035227775574,0.34052589535713196,8.804920196533203,"[0.0004, 0.0, 0.0, 0.0, 0.0004, 0.0, 0.0, 0.0, 0.0004]"
1479513000081264689,,91909,,1479513000,80890893,"""/imu""",,4.424642128999244e-05,0.021218796675292372,0.9694852346217617,-0.2442295709317294,"[0.017453292519943295, 0.0, 0.0, 0.0, 0.017453292519943295, 0.0, 0.0, 0.0, 0.15707963267948966]",,0.0,0.0,0.0,"[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]",,-0.2644406259059906,0.3711806833744049,8.879401206970215,"[0.0004, 0.0, 0.0, 0.0, 0.0004, 0.0, 0.0, 0.0, 0.0004]"
1479513000081821391,,91910,,1479513000,81571102,"""/imu""",,5.373250830826479e-05,0.02122924240998408,0.9694887543862688,-0.2442148511368011,"[0.017453292519943295, 0.0, 0.0, 0.0, 0.017453292519943295, 0.0, 0.0, 0.0, 0.15707963267948966]",,0.0,0.0,0.0,"[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]",,-0.2293866127729416,0.28622034192085266,8.643534660339355,"[0.0004, 0.0, 0.0, 0.0, 0.0004, 0.0, 0.0, 0.0, 0.0004]"
1479513000086262701,,91911,,1479513000,85964918,"""/imu""",,7.615698219981563e-05,0.021252566610902874,0.9694894537266033,-0.2442100024586845,"[0.017453292519943295, 0.0, 0.0, 0.0, 0.017453292519943295, 0.0, 0.0, 0.0, 0.15707963267948966]",,0.0,0.0,0.0,"[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]",,-0.339071661233902,0.1933901607990265,8.822735786437988,"[0.0004, 0.0, 0.0, 0.0, 0.0004, 0.0, 0.0, 0.0, 0.0004]"
1479513000086868165,,91912,,1479513000,86563110,"""/imu""",,0.00011112872979378534,0.02129664451266136,0.9694941646543931,-0.24418748219170383,"[0.017453292519943295, 0.0, 0.0, 0.0, 0.017453292519943295, 0.0, 0.0, 0.0, 0.15707963267948966]",,0.0,0.0,0.0,"[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]",,-0.3453613519668579,0.41422879695892334,9.17051887512207,"[0.0004, 0.0, 0.0, 0.0, 0.0004, 0.0, 0.0, 0.0, 0.0004]"
1479513000091163711,,91913,,1479513000,90892076,"""/imu""",,0.00014837683833906356,0.021348756466198097,0.9695018496424408,-0.24415236293441514,"[0.017453292519943295, 0.0, 0.0, 0.0, 0.017453292519943295, 0.0, 0.0, 0.0, 0.15707963267948966]",,0.0,0.0,0.0,"[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]",,-0.34649720788002014,0.433793842792511,9.342111587524414,"[0.0004, 0.0, 0.0, 0.0, 0.0004, 0.0, 0.0, 0.0, 0.0004]"
1479513000091713720,,91914,,1479513000,91451883,"""/imu""",,0.000184891593761636,0.021413737835652567,0.9695010119817016,-0.2441500071069922,"[0.017453292519943295, 0.0, 0.0, 0.0, 0.017453292519943295, 0.0, 0.0, 0.0, 0.15707963267948966]",,0.0,0.0,0.0,"[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]",,-0.4713302552700043,0.4384230971336365,9.646838188171387,"[0.0004, 0.0, 0.0, 0.0, 0.0004, 0.0, 0.0, 0.0, 0.0004]"
1479513000096111699,,91915,,1479513000,95868110,"""/imu""",,0.00022949549912657064,0.021460863527009995,0.9695014653944851,-0.24414412920336295,"[0.017453292519943295, 0.0, 0.0, 0.0, 0.017453292519943295, 0.0, 0.0, 0.0, 0.15707963267948966]",,0.0,0.0,0.0,"[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]",,-0.36367639899253845,0.5460474491119385,10.360310554504395,"[0.0004, 0.0, 0.0, 0.0, 0.0004, 0.0, 0.0, 0.0, 0.0004]"
1479513000096664347,,91916,,1479513000,96393108,"""/imu""",,0.00026145636080455504,0.021511923045967645,0.9695065451401569,-0.24411938025932858,"[0.017453292519943295, 0.0, 0.0, 0.0, 0.017453292519943295, 0.0, 0.0, 0.0, 0.15707963267948966]",,0.0,0.0,0.0,"[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]",,-0.2656365633010864,0.48611611127853394,10.74570083618164,"[0.0004, 0.0, 0.0, 0.0, 0.0004, 0.0, 0.0, 0.0, 0.0004]"
1479513000101276158,,91917,,1479513000,100914955,"""/imu""",,0.00028618426998715805,0.021559743662842887,0.9695089966266551,-0.24410549884355848,"[0.017453292519943295, 0.0, 0.0, 0.0, 0.017453292519943295, 0.0, 0.0, 0.0, 0.15707963267948966]",,0.0,0.0,0.0,"[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]",,-0.29587528109550476,0.4977736175060272,10.980270385742188,"[0.0004, 0.0, 0.0, 0.0, 0.0004, 0.0, 0.0, 0.0, 0.0004]"
1479513000101856923,,91918,,1479513000,101560115,"""/imu""",,0.0003372333061900819,0.021604729734910153,0.969512677687216,-0.24408695829399552,"[0.017453292519943295, 0.0, 0.0, 0.0, 0.017453292519943295, 0.0, 0.0, 0.0, 0.15707963267948966]",,0.0,0.0,0.0,"[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]",,-0.17125147581100464,0.6473355293273926,11.513334274291992,"[0.0004, 0.0, 0.0, 0.0, 0.0004, 0.0, 0.0, 0.0, 0.0004]"
1479513000106250384,,91919,,1479513000,105947971,"""/imu""",,0.00037516915811523094,0.021638591781605442,0.9695115326406478,-0.2440884915248449,"[0.017453292519943295, 0.0, 0.0, 0.0, 0.017453292519943295, 0.0, 0.0, 0.0, 0.15707963267948966]",,0.0,0.0,0.0,"[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]",,0.08931624889373779,0.7307063937187195,11.375638961791992,"[0.0004, 0.0, 0.0, 0.0, 0.0004, 0.0, 0.0, 0.0, 0.0004]"
1479513000106793086,,91920,,1479513000,106508016,"""/imu""",,0.0003930829714896489,0.021661090542886882,0.9695130235063835,-0.24408078481345796,"[0.017453292519943295, 0.0, 0.0, 0.0, 0.017453292519943295, 0.0, 0.0, 0.0, 0.15707963267948966]",,0.0,0.0,0.0,"[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]",,0.030315428972244263,0.6392967104911804,11.489367485046387,"[0.0004, 0.0, 0.0, 0.0, 0.0004, 0.0, 0.0, 0.0, 0.0004]"
1479513000111779850,,91921,,1479513000,110949039,"""/imu""",,0.0004137946916126519,0.021683207447755263,0.969514060963146,-0.2440743911087902,"[0.017453292519943295, 0.0, 0.0, 0.0, 0.017453292519943295, 0.0, 0.0, 0.0, 0.15707963267948966]",,0.0,0.0,0.0,"[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]",,0.10651964694261551,0.5362509489059448,11.236123085021973,"[0.0004, 0.0, 0.0, 0.0, 0.0004, 0.0, 0.0, 0.0, 0.0004]"
1479513000112358477,,91922,,1479513000,111905097,"""/imu""",,0.00042265573053573295,0.021694087046711392,0.9695153597037502,-0.24406817755683435,"[0.017453292519943295, 0.0, 0.0, 0.0, 0.017453292519943295, 0.0, 0.0, 0.0, 0.15707963267948966]",,0.0,0.0,0.0,"[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]",,0.12735703587532043,0.6742684245109558,11.131391525268555,"[0.0004, 0.0, 0.0, 0.0, 0.0004, 0.0, 0.0, 0.0, 0.0004]"
1479513000116373395,,91923,,1479513000,115909099,"""/imu""",,0.0004170715513107061,0.021687570814325038,0.9695202318867252,-0.24404947576547362,"[0.017453292519943295, 0.0, 0.0, 0.0, 0.017453292519943295, 0.0, 0.0, 0.0, 0.15707963267948966]",,0.0,0.0,0.0,"[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]",,0.10853198170661926,0.6872280240058899,10.666375160217285,"[0.0004, 0.0, 0.0, 0.0, 0.0004, 0.0, 0.0, 0.0, 0.0004]"
1479513000116984154,,91924,,1479513000,116683959,"""/imu""",,0.0004016322150559514,0.021655474560438065,0.9695261952824047,-0.24402867052870222,"[0.017453292519943295, 0.0, 0.0, 0.0, 0.017453292519943295, 0.0, 0.0, 0.0, 0.15707963267948966]",,0.0,0.0,0.0,"[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]",,-0.07641731947660446,0.650684654712677,10.382530212402344,"[0.0004, 0.0, 0.0, 0.0, 0.0004, 0.0, 0.0, 0.0, 0.0004]"
1479513000121964684,,91925,,1479513000,121022939,"""/imu""",,0.00037119212171728887,0.021614643469441305,0.969529384454474,-0.24401953756282296,"[0.017453292519943295, 0.0, 0.0, 0.0, 0.017453292519943295, 0.0, 0.0, 0.0, 0.15707963267948966]",,0.0,0.0,0.0,"[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]",,-0.18492402136325836,0.6079400777816772,10.227790832519531,"[0.0004, 0.0, 0.0, 0.0, 0.0004, 0.0, 0.0, 0.0, 0.0004]"
1479513000122649021,,91926,,1479513000,122212886,"""/imu""",,0.000327759648121475,0.021555827819466595,0.9695358011905842,-0.24399937171591432,"[0.017453292519943295, 0.0, 0.0, 0.0, 0.017453292519943295, 0.0, 0.0, 0.0, 0.15707963267948966]",,0.0,0.0,0.0,"[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]",,-0.23090128600597382,0.5873668789863586,9.753717422485352,"[0.0004, 0.0, 0.0, 0.0, 0.0004, 0.0, 0.0, 0.0, 0.0004]"
