rosbagTimestamp,header,seq,stamp,secs,nsecs,frame_id,time_ref,secs,nsecs,source
1479513000047076347,,278442,,1479513000,46751976,"""/imu""",,815,0,"""sample time coarse"""
1479513000048886020,,278443,,1479513000,48525094,"""/imu""",,1479541798,0,"""UTC time"""
1479513000048903409,,278444,,1479513000,48525094,"""/imu""",,8155,580000000,"""sample time fine"""
1479513000048906134,,278445,,1479513000,48525094,"""/imu""",,815,0,"""sample time coarse"""
1479513000051133086,,278446,,1479513000,50911903,"""/imu""",,1479541798,48800000,"""UTC time"""
1479513000051372216,,278447,,1479513000,50911903,"""/imu""",,8156,68000000,"""sample time fine"""
1479513000051539281,,278448,,1479513000,50911903,"""/imu""",,815,0,"""sample time coarse"""
1479513000051722241,,278449,,1479513000,51626920,"""/imu""",,1479541798,51300000,"""UTC time"""
1479513000051764625,,278450,,1479513000,51626920,"""/imu""",,8156,93000000,"""sample time fine"""
1479513000051922751,,278451,,1479513000,51626920,"""/imu""",,815,0,"""sample time coarse"""
1479513000055997470,,278452,,1479513000,55887937,"""/imu""",,1479541798,53800000,"""UTC time"""
1479513000056205927,,278453,,1479513000,55887937,"""/imu""",,8156,118000000,"""sample time fine"""
1479513000056236452,,278454,,1479513000,55887937,"""/imu""",,815,0,"""sample time coarse"""
1479513000056731735,,278455,,1479513000,56489944,"""/imu""",,1479541798,56300000,"""UTC time"""
1479513000056765085,,278456,,1479513000,56489944,"""/imu""",,8156,143000000,"""sample time fine"""
1479513000056808138,,278457,,1479513000,56489944,"""/imu""",,815,0,"""sample time coarse"""
1479513000061015179,,278458,,1479513000,60893058,"""/imu""",,1479541798,58800000,"""UTC time"""
1479513000061205104,,278459,,1479513000,60893058,"""/imu""",,8156,168000000,"""sample time fine"""
1479513000061401482,,278460,,1479513000,60893058,"""/imu""",,815,0,"""sample time coarse"""
1479513000061602945,,278461,,1479513000,61496019,"""/imu""",,1479541798,61300000,"""UTC time"""
1479513000061785033,,278462,,1479513000,61496019,"""/imu""",,8156,193000000,"""sample time fine"""
1479513000061787756,,278463,,1479513000,61496019,"""/imu""",,815,0,"""sample time coarse"""
1479513000066350468,,278464,,1479513000,66001892,"""/imu""",,1479541798,63800000,"""UTC time"""
1479513000066586390,,278465,,1479513000,66001892,"""/imu""",,8156,218000000,"""sample time fine"""
1479513000066761802,,278466,,1479513000,66001892,"""/imu""",,815,0,"""sample time coarse"""
1479513000066766628,,278467,,1479513000,66632986,"""/imu""",,1479541798,66300000,"""UTC time"""
1479513000066769019,,278468,,1479513000,66632986,"""/imu""",,8156,243000000,"""sample time fine"""
1479513000066810914,,278469,,1479513000,66632986,"""/imu""",,815,0,"""sample time coarse"""
1479513000071045985,,278470,,1479513000,70931911,"""/imu""",,1479541798,68800000,"""UTC time"""
1479513000071100790,,278471,,1479513000,70931911,"""/imu""",,8156,268000000,"""sample time fine"""
1479513000071114982,,278472,,1479513000,70931911,"""/imu""",,815,0,"""sample time coarse"""
1479513000071622058,,278473,,1479513000,71511983,"""/imu""",,1479541798,71300000,"""UTC time"""
1479513000071853217,,278474,,1479513000,71511983,"""/imu""",,8156,293000000,"""sample time fine"""
1479513000071875705,,278475,,1479513000,71511983,"""/imu""",,815,0,"""sample time coarse"""
1479513000075995741,,278476,,1479513000,75894117,"""/imu""",,1479541798,73800000,"""UTC time"""
1479513000076231018,,278477,,1479513000,75894117,"""/imu""",,8156,318000000,"""sample time fine"""
1479513000076236925,,278478,,1479513000,75894117,"""/imu""",,815,0,"""sample time coarse"""
1479513000076542491,,278479,,1479513000,76440095,"""/imu""",,1479541798,76300000,"""UTC time"""
1479513000076600865,,278480,,1479513000,76440095,"""/imu""",,8156,343000000,"""sample time fine"""
1479513000076708879,,278481,,1479513000,76440095,"""/imu""",,815,0,"""sample time coarse"""
1479513000081074962,,278482,,1479513000,80890893,"""/imu""",,1479541798,78800000,"""UTC time"""
1479513000081280207,,278483,,1479513000,80890893,"""/imu""",,8156,368000000,"""sample time fine"""
1479513000081511418,,278484,,1479513000,80890893,"""/imu""",,815,0,"""sample time coarse"""
1479513000081664040,,278485,,1479513000,81571102,"""/imu""",,1479541798,81300000,"""UTC time"""
1479513000081825461,,278486,,1479513000,81571102,"""/imu""",,8156,393000000,"""sample time fine"""
1479513000081831772,,278487,,1479513000,81571102,"""/imu""",,815,0,"""sample time coarse"""
1479513000086079469,,278488,,1479513000,85964918,"""/imu""",,1479541798,83800000,"""UTC time"""
1479513000086243880,,278489,,1479513000,85964918,"""/imu""",,8156,418000000,"""sample time fine"""
1479513000086247524,,278490,,1479513000,85964918,"""/imu""",,815,0,"""sample time coarse"""
1479513000086678806,,278491,,1479513000,86563110,"""/imu""",,1479541798,86300000,"""UTC time"""
1479513000086734981,,278492,,1479513000,86563110,"""/imu""",,8156,443000000,"""sample time fine"""
1479513000086854813,,278493,,1479513000,86563110,"""/imu""",,815,0,"""sample time coarse"""
1479513000091148866,,278494,,1479513000,90892076,"""/imu""",,1479541798,88800000,"""UTC time"""
1479513000091168185,,278495,,1479513000,90892076,"""/imu""",,8156,468000000,"""sample time fine"""
1479513000091198139,,278496,,1479513000,90892076,"""/imu""",,815,0,"""sample time coarse"""
1479513000091543027,,278497,,1479513000,91451883,"""/imu""",,1479541798,91300000,"""UTC time"""
1479513000091601860,,278498,,1479513000,91451883,"""/imu""",,8156,493000000,"""sample time fine"""
1479513000091731810,,278499,,1479513000,91451883,"""/imu""",,815,0,"""sample time coarse"""
1479513000095966890,,278500,,1479513000,95868110,"""/imu""",,1479541798,93800000,"""UTC time"""
1479513000096124033,,278501,,1479513000,95868110,"""/imu""",,8156,518000000,"""sample time fine"""
1479513000096149355,,278502,,1479513000,95868110,"""/imu""",,815,0,"""sample time coarse"""
1479513000096513661,,278503,,1479513000,96393108,"""/imu""",,1479541798,96300000,"""UTC time"""
1479513000096554916,,278504,,1479513000,96393108,"""/imu""",,8156,543000000,"""sample time fine"""
1479513000096649191,,278505,,1479513000,96393108,"""/imu""",,815,0,"""sample time coarse"""
1479513000101064672,,278506,,1479513000,100914955,"""/imu""",,1479541798,98800000,"""UTC time"""
1479513000101135646,,278507,,1479513000,100914955,"""/imu""",,8156,568000000,"""sample time fine"""
1479513000101292960,,278508,,1479513000,100914955,"""/imu""",,815,0,"""sample time coarse"""
1479513000101653182,,278509,,1479513000,101560115,"""/imu""",,1479541798,101300000,"""UTC time"""
1479513000101803242,,278510,,1479513000,101560115,"""/imu""",,8156,593000000,"""sample time fine"""
1479513000101806059,,278511,,1479513000,101560115,"""/imu""",,815,0,"""sample time coarse"""
1479513000106079939,,278512,,1479513000,105947971,"""/imu""",,1479541798,103800000,"""UTC time"""
1479513000106101087,,278513,,1479513000,105947971,"""/imu""",,8156,618000000,"""sample time fine"""
1479513000106309766,,278514,,1479513000,105947971,"""/imu""",,815,0,"""sample time coarse"""
1479513000106595878,,278515,,1479513000,106508016,"""/imu""",,1479541798,106300000,"""UTC time"""
1479513000106658078,,278516,,1479513000,106508016,"""/imu""",,8156,643000000,"""sample time fine"""
1479513000106735775,,278517,,1479513000,106508016,"""/imu""",,815,0,"""sample time coarse"""
1479513000111422096,,278518,,1479513000,110949039,"""/imu""",,1479541798,108800000,"""UTC time"""
1479513000111570400,,278519,,1479513000,110949039,"""/imu""",,8156,668000000,"""sample time fine"""
1479513000111795264,,278520,,1479513000,110949039,"""/imu""",,815,0,"""sample time coarse"""
1479513000112145710,,278521,,1479513000,111905097,"""/imu""",,1479541798,111300000,"""UTC time"""
1479513000112152842,,278522,,1479513000,111905097,"""/imu""",,8156,693000000,"""sample time fine"""
1479513000112156522,,278523,,1479513000,111905097,"""/imu""",,815,0,"""sample time coarse"""
1479513000116390552,,278524,,1479513000,115909099,"""/imu""",,1479541798,113800000,"""UTC time"""
1479513000116577692,,278525,,1479513000,115909099,"""/imu""",,8156,718000000,"""sample time fine"""
1479513000116581780,,278526,,1479513000,115909099,"""/imu""",,815,0,"""sample time coarse"""
1479513000116794533,,278527,,1479513000,116683959,"""/imu""",,1479541798,116300000,"""UTC time"""
1479513000116855307,,278528,,1479513000,116683959,"""/imu""",,8156,743000000,"""sample time fine"""
1479513000116962144,,278529,,1479513000,116683959,"""/imu""",,815,0,"""sample time coarse"""
1479513000121829883,,278530,,1479513000,121022939,"""/imu""",,1479541798,118800000,"""UTC time"""
1479513000121964079,,278531,,1479513000,121022939,"""/imu""",,8156,768000000,"""sample time fine"""
1479513000121968907,,278532,,1479513000,121022939,"""/imu""",,815,0,"""sample time coarse"""
1479513000122297815,,278533,,1479513000,122212886,"""/imu""",,1479541798,121300000,"""UTC time"""
1479513000122355861,,278534,,1479513000,122212886,"""/imu""",,8156,793000000,"""sample time fine"""
1479513000122468724,,278535,,1479513000,122212886,"""/imu""",,815,0,"""sample time coarse"""
1479513000126109316,,278536,,1479513000,126009941,"""/imu""",,1479541798,123800000,"""UTC time"""
1479513000126161843,,278537,,1479513000,126009941,"""/imu""",,8156,818000000,"""sample time fine"""
1479513000126384839,,278538,,1479513000,126009941,"""/imu""",,815,0,"""sample time coarse"""
1479513000126716126,,278539,,1479513000,126584053,"""/imu""",,1479541798,126300000,"""UTC time"""
1479513000126840367,,278540,,1479513000,126584053,"""/imu""",,8156,843000000,"""sample time fine"""
1479513000126862206,,278541,,1479513000,126584053,"""/imu""",,815,0,"""sample time coarse"""
1479513000131004417,,278542,,1479513000,130892038,"""/imu""",,1479541798,128800000,"""UTC time"""
1479513000131068355,,278543,,1479513000,130892038,"""/imu""",,8156,868000000,"""sample time fine"""
1479513000131072164,,278544,,1479513000,130892038,"""/imu""",,815,0,"""sample time coarse"""
1479513000131552073,,278545,,1479513000,131416082,"""/imu""",,1479541798,131300000,"""UTC time"""
1479513000131554624,,278546,,1479513000,131416082,"""/imu""",,8156,893000000,"""sample time fine"""
1479513000131659194,,278547,,1479513000,131416082,"""/imu""",,815,0,"""sample time coarse"""
1479513000135978135,,278548,,1479513000,135860919,"""/imu""",,1479541798,133800000,"""UTC time"""
1479513000136059102,,278549,,1479513000,135860919,"""/imu""",,8156,918000000,"""sample time fine"""
1479513000136172418,,278550,,1479513000,135860919,"""/imu""",,815,0,"""sample time coarse"""
1479513000136490989,,278551,,1479513000,136403083,"""/imu""",,1479541798,136300000,"""UTC time"""
1479513000136655291,,278552,,1479513000,136403083,"""/imu""",,8156,943000000,"""sample time fine"""
1479513000136660107,,278553,,1479513000,136403083,"""/imu""",,815,0,"""sample time coarse"""
1479513000140949286,,278554,,1479513000,140856027,"""/imu""",,1479541798,138800000,"""UTC time"""
1479513000141145398,,278555,,1479513000,140856027,"""/imu""",,8156,968000000,"""sample time fine"""
1479513000141261155,,278556,,1479513000,140856027,"""/imu""",,815,0,"""sample time coarse"""
1479513000141512396,,278557,,1479513000,141355037,"""/imu""",,1479541798,141300000,"""UTC time"""
1479513000141614727,,278558,,1479513000,141355037,"""/imu""",,8156,993000000,"""sample time fine"""
1479513000141654555,,278559,,1479513000,141355037,"""/imu""",,815,0,"""sample time coarse"""
1479513000146151826,,278560,,1479513000,146002054,"""/imu""",,1479541798,143800000,"""UTC time"""
1479513000146347373,,278561,,1479513000,146002054,"""/imu""",,8157,18000000,"""sample time fine"""
1479513000146362752,,278562,,1479513000,146002054,"""/imu""",,815,0,"""sample time coarse"""
1479513000146861839,,278563,,1479513000,146646976,"""/imu""",,1479541798,146300000,"""UTC time"""
1479513000146992021,,278564,,1479513000,146646976,"""/imu""",,8157,43000000,"""sample time fine"""
1479513000147137081,,278565,,1479513000,146646976,"""/imu""",,815,0,"""sample time coarse"""
1479513000151079902,,278566,,1479513000,150929927,"""/imu""",,1479541798,148800000,"""UTC time"""
1479513000151147106,,278567,,1479513000,150929927,"""/imu""",,8157,68000000,"""sample time fine"""
1479513000151378968,,278568,,1479513000,150929927,"""/imu""",,815,0,"""sample time coarse"""
1479513000151814506,,278569,,1479513000,151715040,"""/imu""",,1479541798,151300000,"""UTC time"""
1479513000151864078,,278570,,1479513000,151715040,"""/imu""",,8157,93000000,"""sample time fine"""
1479513000152024313,,278571,,1479513000,151715040,"""/imu""",,815,0,"""sample time coarse"""
1479513000155992050,,278572,,1479513000,155864000,"""/imu""",,1479541798,153800000,"""UTC time"""
1479513000156229778,,278573,,1479513000,155864000,"""/imu""",,8157,118000000,"""sample time fine"""
1479513000156267672,,278574,,1479513000,155864000,"""/imu""",,815,0,"""sample time coarse"""
1479513000156547074,,278575,,1479513000,156459093,"""/imu""",,1479541798,156300000,"""UTC time"""
1479513000156606077,,278576,,1479513000,156459093,"""/imu""",,8157,143000000,"""sample time fine"""
1479513000156694531,,278577,,1479513000,156459093,"""/imu""",,815,0,"""sample time coarse"""
1479513000161000871,,278578,,1479513000,160862922,"""/imu""",,1479541798,158800000,"""UTC time"""
1479513000161047951,,278579,,1479513000,160862922,"""/imu""",,8157,168000000,"""sample time fine"""
1479513000161175226,,278580,,1479513000,160862922,"""/imu""",,815,0,"""sample time coarse"""
1479513000161679060,,278581,,1479513000,161570072,"""/imu""",,1479541798,161300000,"""UTC time"""
1479513000161752855,,278582,,1479513000,161570072,"""/imu""",,8157,193000000,"""sample time fine"""
1479513000161756828,,278583,,1479513000,161570072,"""/imu""",,815,0,"""sample time coarse"""
1479513000166166435,,278584,,1479513000,166004896,"""/imu""",,1479541798,163800000,"""UTC time"""
1479513000166487137,,278585,,1479513000,166004896,"""/imu""",,8157,218000000,"""sample time fine"""
1479513000166535000,,278586,,1479513000,166004896,"""/imu""",,815,0,"""sample time coarse"""
1479513000166943017,,278587,,1479513000,166794061,"""/imu""",,1479541798,166300000,"""UTC time"""
1479513000167081883,,278588,,1479513000,166794061,"""/imu""",,8157,243000000,"""sample time fine"""
1479513000167173709,,278589,,1479513000,166794061,"""/imu""",,815,0,"""sample time coarse"""
1479513000171068913,,278590,,1479513000,170902013,"""/imu""",,1479541798,168800000,"""UTC time"""
1479513000171202053,,278591,,1479513000,170902013,"""/imu""",,8157,268000000,"""sample time fine"""
1479513000171225609,,278592,,1479513000,170902013,"""/imu""",,815,0,"""sample time coarse"""
1479513000171611956,,278593,,1479513000,171439886,"""/imu""",,1479541798,171300000,"""UTC time"""
1479513000171729883,,278594,,1479513000,171439886,"""/imu""",,8157,293000000,"""sample time fine"""
1479513000171946879,,278595,,1479513000,171439886,"""/imu""",,815,0,"""sample time coarse"""
1479513000176006740,,278596,,1479513000,175874948,"""/imu""",,1479541798,173800000,"""UTC time"""
1479513000176225306,,278597,,1479513000,175874948,"""/imu""",,8157,318000000,"""sample time fine"""
1479513000176234722,,278598,,1479513000,175874948,"""/imu""",,815,0,"""sample time coarse"""
1479513000176579607,,278599,,1479513000,176481008,"""/imu""",,1479541798,176300000,"""UTC time"""
1479513000176759635,,278600,,1479513000,176481008,"""/imu""",,8157,343000000,"""sample time fine"""
1479513000176761621,,278601,,1479513000,176481008,"""/imu""",,815,0,"""sample time coarse"""
1479513000181159435,,278602,,1479513000,180962085,"""/imu""",,1479541798,178800000,"""UTC time"""
1479513000181349135,,278603,,1479513000,180962085,"""/imu""",,8157,368000000,"""sample time fine"""
1479513000181368789,,278604,,1479513000,180962085,"""/imu""",,815,0,"""sample time coarse"""
1479513000181843786,,278605,,1479513000,181730031,"""/imu""",,1479541798,181300000,"""UTC time"""
1479513000181915584,,278606,,1479513000,181730031,"""/imu""",,8157,393000000,"""sample time fine"""
1479513000182065696,,278607,,1479513000,181730031,"""/imu""",,815,0,"""sample time coarse"""
1479513000186068980,,278608,,1479513000,185951948,"""/imu""",,1479541798,183800000,"""UTC time"""
1479513000186346235,,278609,,1479513000,185951948,"""/imu""",,8157,418000000,"""sample time fine"""
1479513000186411461,,278610,,1479513000,185951948,"""/imu""",,815,0,"""sample time coarse"""
1479513000186675056,,278611,,1479513000,186573028,"""/imu""",,1479541798,186300000,"""UTC time"""
1479513000186741957,,278612,,1479513000,186573028,"""/imu""",,8157,443000000,"""sample time fine"""
1479513000186892627,,278613,,1479513000,186573028,"""/imu""",,815,0,"""sample time coarse"""
1479513000190997177,,278614,,1479513000,190895080,"""/imu""",,1479541798,188800000,"""UTC time"""
1479513000191054195,,278615,,1479513000,190895080,"""/imu""",,8157,468000000,"""sample time fine"""
1479513000191159704,,278616,,1479513000,190895080,"""/imu""",,815,0,"""sample time coarse"""
1479513000191552532,,278617,,1479513000,191466093,"""/imu""",,1479541798,191300000,"""UTC time"""
1479513000191596069,,278618,,1479513000,191466093,"""/imu""",,8157,493000000,"""sample time fine"""
1479513000191630650,,278619,,1479513000,191466093,"""/imu""",,815,0,"""sample time coarse"""
1479513000195983851,,278620,,1479513000,195875883,"""/imu""",,1479541798,193800000,"""UTC time"""
1479513000196250743,,278621,,1479513000,195875883,"""/imu""",,8157,518000000,"""sample time fine"""
1479513000196256125,,278622,,1479513000,195875883,"""/imu""",,815,0,"""sample time coarse"""
1479513000196551096,,278623,,1479513000,196464061,"""/imu""",,1479541798,196300000,"""UTC time"""
1479513000196770799,,278624,,1479513000,196464061,"""/imu""",,8157,543000000,"""sample time fine"""
1479513000196775143,,278625,,1479513000,196464061,"""/imu""",,815,0,"""sample time coarse"""
1479513000201082802,,278626,,1479513000,200927972,"""/imu""",,1479541798,198800000,"""UTC time"""
1479513000201288876,,278627,,1479513000,200927972,"""/imu""",,8157,568000000,"""sample time fine"""
1479513000201295967,,278628,,1479513000,200927972,"""/imu""",,815,0,"""sample time coarse"""
1479513000201684453,,278629,,1479513000,201596021,"""/imu""",,1479541798,201300000,"""UTC time"""
1479513000201742193,,278630,,1479513000,201596021,"""/imu""",,8157,593000000,"""sample time fine"""
1479513000201851274,,278631,,1479513000,201596021,"""/imu""",,815,0,"""sample time coarse"""
1479513000206215319,,278632,,1479513000,205949068,"""/imu""",,1479541798,203800000,"""UTC time"""
1479513000206408964,,278633,,1479513000,205949068,"""/imu""",,8157,618000000,"""sample time fine"""
1479513000206412457,,278634,,1479513000,205949068,"""/imu""",,815,0,"""sample time coarse"""
1479513000206594411,,278635,,1479513000,206500053,"""/imu""",,1479541798,206300000,"""UTC time"""
1479513000206772724,,278636,,1479513000,206500053,"""/imu""",,8157,643000000,"""sample time fine"""
1479513000206778404,,278637,,1479513000,206500053,"""/imu""",,815,0,"""sample time coarse"""
1479513000211355666,,278638,,1479513000,210963964,"""/imu""",,1479541798,208800000,"""UTC time"""
1479513000211571565,,278639,,1479513000,210963964,"""/imu""",,8157,668000000,"""sample time fine"""
1479513000211573973,,278640,,1479513000,210963964,"""/imu""",,815,0,"""sample time coarse"""
1479513000211934901,,278641,,1479513000,211836099,"""/imu""",,1479541798,211300000,"""UTC time"""
1479513000212152741,,278642,,1479513000,211836099,"""/imu""",,8157,693000000,"""sample time fine"""
1479513000212157867,,278643,,1479513000,211836099,"""/imu""",,815,0,"""sample time coarse"""
1479513000216298703,,278644,,1479513000,215873956,"""/imu""",,1479541798,213800000,"""UTC time"""
1479513000216305868,,278645,,1479513000,215873956,"""/imu""",,8157,718000000,"""sample time fine"""
1479513000216493527,,278646,,1479513000,215873956,"""/imu""",,815,0,"""sample time coarse"""
1479513000216762654,,278647,,1479513000,216660976,"""/imu""",,1479541798,216300000,"""UTC time"""
1479513000216813617,,278648,,1479513000,216660976,"""/imu""",,8157,743000000,"""sample time fine"""
1479513000216856731,,278649,,1479513000,216660976,"""/imu""",,815,0,"""sample time coarse"""
1479513000221208576,,278650,,1479513000,220911979,"""/imu""",,1479541798,218800000,"""UTC time"""
1479513000221352364,,278651,,1479513000,220911979,"""/imu""",,8157,768000000,"""sample time fine"""
1479513000221471261,,278652,,1479513000,220911979,"""/imu""",,815,0,"""sample time coarse"""
1479513000221672426,,278653,,1479513000,221523046,"""/imu""",,1479541798,221300000,"""UTC time"""
1479513000221680983,,278654,,1479513000,221523046,"""/imu""",,8157,793000000,"""sample time fine"""
1479513000221814317,,278655,,1479513000,221523046,"""/imu""",,815,0,"""sample time coarse"""
1479513000226150104,,278656,,1479513000,226038932,"""/imu""",,1479541798,223800000,"""UTC time"""
1479513000226333427,,278657,,1479513000,226038932,"""/imu""",,8157,818000000,"""sample time fine"""
1479513000226336013,,278658,,1479513000,226038932,"""/imu""",,815,0,"""sample time coarse"""
1479513000226677929,,278659,,1479513000,226563930,"""/imu""",,1479541798,226300000,"""UTC time"""
1479513000226749013,,278660,,1479513000,226563930,"""/imu""",,8157,843000000,"""sample time fine"""
1479513000226848955,,278661,,1479513000,226563930,"""/imu""",,815,0,"""sample time coarse"""
1479513000231145286,,278662,,1479513000,230937004,"""/imu""",,1479541798,228800000,"""UTC time"""
1479513000231357857,,278663,,1479513000,230937004,"""/imu""",,8157,868000000,"""sample time fine"""
1479513000231450028,,278664,,1479513000,230937004,"""/imu""",,815,0,"""sample time coarse"""
1479513000231901261,,278665,,1479513000,231719017,"""/imu""",,1479541798,231300000,"""UTC time"""
1479513000232070084,,278666,,1479513000,231719017,"""/imu""",,8157,893000000,"""sample time fine"""
1479513000232072364,,278667,,1479513000,231719017,"""/imu""",,815,0,"""sample time coarse"""
1479513000236153033,,278668,,1479513000,235879898,"""/imu""",,1479541798,233800000,"""UTC time"""
1479513000236176531,,278669,,1479513000,235879898,"""/imu""",,8157,918000000,"""sample time fine"""
1479513000236178705,,278670,,1479513000,235879898,"""/imu""",,815,0,"""sample time coarse"""
1479513000236562968,,278671,,1479513000,236469984,"""/imu""",,1479541798,236300000,"""UTC time"""
1479513000236724416,,278672,,1479513000,236469984,"""/imu""",,8157,943000000,"""sample time fine"""
1479513000236733972,,278673,,1479513000,236469984,"""/imu""",,815,0,"""sample time coarse"""
1479513000241306531,,278674,,1479513000,240935087,"""/imu""",,1479541798,238800000,"""UTC time"""
1479513000241362888,,278675,,1479513000,240935087,"""/imu""",,8157,968000000,"""sample time fine"""
1479513000241365465,,278676,,1479513000,240935087,"""/imu""",,815,0,"""sample time coarse"""
1479513000241734179,,278677,,1479513000,241585969,"""/imu""",,1479541798,241300000,"""UTC time"""
1479513000241945168,,278678,,1479513000,241585969,"""/imu""",,8157,993000000,"""sample time fine"""
1479513000241997641,,278679,,1479513000,241585969,"""/imu""",,815,0,"""sample time coarse"""
1479513000246451390,,278680,,1479513000,245981931,"""/imu""",,1479541798,243800000,"""UTC time"""
